    --------------------------------------------------------------------------
    TEKLA STRUCTURES PARTS LIST FOR CONTRACT NO:   1        Page: 1
     CONTRACT:  CTIB 2026                                   Date: 06.05.2026
    --------------------------------------------------------------------------
    PartPos    Profile      No.   Material     Length   Area(m2)   Weight(kg)
    b/331     IPE450        1     S235JR         7275      11.7       564.3
    b/332     IPE450        1     S235JR         7038      11.3       545.8
    --------------------------------------------------------------------------
    TEKLA STRUCTURES PARTS LIST FOR CONTRACT NO:   1        Page: 2
     CONTRACT:  CTIB 2026                                   Date: 06.05.2026
    --------------------------------------------------------------------------
    PartPos    Profile      No.   Material     Length   Area(m2)   Weight(kg)
    --------------------------------------------------------------------------
    b/333     IPE450        3     S235JR         8210      13.2       636.7
    b/334     IPE450        2     S235JR         8185      13.1       634.8
    b/335     IPE450        1     S235JR         8230      13.2       638.3
    b/336     IPE450        1     S235JR         8105      13.0       628.6
    b/337     IPE450        1     S235JR         4346       7.0       337.1
    b/338     IPE450        2     S235JR         1587       2.5       123.1
    b/339     IPE450        1     S235JR         7787      12.5       604.0
    b/340     IPE450        1     S235JR         1699       2.7       131.8
    b/341     IPE450        1     S235JR         5110       8.2       396.3
    b/342     HEA450        1     S235JR         7794      15.7      1089.1
    b/343     IPE450        1     S235JR         4085       6.6       316.8
    b/344     IPE450        1     S235JR         2603       4.2       201.9
    b/346     IPE270        1     S235JR         4418       4.6       159.2
    b/347     IPE270        2     S235JR         3257       3.4       117.3
    b/348     IPE240        1     S235JR         4062       3.7       124.6
    b/349     IPE240        4     S235JR         1004       0.9        30.8
    b/350     IPE270        1     S235JR         4528       4.7       163.1
    b/351     IPE270        1     S235JR         1694       1.8        61.0
    b/352     IPE270        13    S235JR         1681       1.8        60.6
    b/353     IPE270        1     S235JR         4649       4.8       167.5
    b/354     IPE270        1     S235JR         4771       5.0       171.9
    b/355     IPE270        1     S235JR         5014       5.2       180.7
    b/356     IPE270        1     S235JR         5157       5.4       185.8
    b/357     IPE270        1     S235JR         1593       1.7        57.4
    b/358     IPE270        1     S235JR         1762       1.8        63.5
    b/359     IPE270        2     S235JR         5161       5.4       186.0
    b/360     IPE270        1     S235JR         5135       5.3       185.0
    b/362     IPE270        1     S235JR         1683       1.8        60.6
    b/363     IPE270        1     S235JR         4780       5.0       172.2
    b/364     IPE270        1     S235JR         4667       4.9       168.2
    b/365     IPE270        1     S235JR         4476       4.7       161.3
    b/366     IPE270        1     S235JR         4341       4.5       156.4
    b/367     IPE450        1     S235JR         4554       7.3       353.2
    b/368     IPE450        1     S235JR         1674       2.7       129.8
    b/369     IPE240        1     S235JR         4089       3.8       125.5
    b/371     IPE240        1     S235JR          866       0.8        26.6
    b/372     IPE270        2     S235JR         4353       4.5       156.8
    b/373     IPE270        1     S235JR         6184       6.4       222.8
    b/374     IPE270        1     S235JR         6188       6.4       223.0
    b/375     IPE270        1     S235JR         6141       6.4       221.3
    b/376     HEA240        1     S235JR         4526       6.2       273.0
    b/377     HEA240        1     S235JR         4636       6.3       279.6
    b/379     HEA240        1     S235JR         4834       6.6       291.6
    b/380     HEA240        1     S235JR         4631       6.3       279.3
    b/381     HEA240        1     S235JR         4275       5.9       257.9
    b/382     HEA240        1     S235JR         3866       5.3       233.2
    b/843     UPN160        11    S235JR        11990       6.6       225.9
    b/844     UPN160        1     S235JR         3178       1.7        59.9
    b/846     UPN160        1     S235JR         2380       1.3        44.8
    b/851     UPN160        1     S235JR         4113       2.3        77.5
    b/853     UPN160        1     S235JR         2418       1.3        45.6
    b/855     IPE160        1     S235JR          309       0.2         4.9
    b/858     UPN160        1     S235JR         2610       1.4        49.2
    b/860     UPN160        1     S235JR         2489       1.4        46.9
    b/884     IPE160        1     S235JR          364       0.2         5.7
    b/893     HI1130-12***  3     S235JR        10914      36.0      1852.6
    b/911     UPN160        1     S235JR         5697       3.1       107.3
    b/913     UPN160        1     S235JR        11990       6.6       225.9
    b/915     UPN160        4     S235JR         2495       1.4        47.0
    b/917     UPN160        1     S235JR         3937       2.2        74.2
    b/947     IPE450        1     S235JR         1337       2.1       103.7
    b/963     UPN160        3     S235JR         5668       3.1       106.8
    b/964     UPN160        3     S235JR         2420       1.3        45.6
    b/965     UPN160        1     S235JR         3179       1.7        59.9
    b/966     UPN160        1     S235JR         4011       2.2        75.6
    b/967     UPN160        2     S235JR         2420       1.3        45.6
    b/968     IPE160        14    S235JR          422       0.3         6.6
    b/970     IPE160        1     S235JR          400       0.2         6.3
    b/972     IPE160        1     S235JR          521       0.3         8.2
    b/990     []200*100*4   6     S235JR         3588       2.1        65.8
    b/996     HI1130-12***  8     S235JR        10995      36.2      1866.5
    b/997     HI1130-13***  1     S235JR         2615       8.5       544.9
    b/998     HI1130-13***  1     S235JR         8071      26.2      1681.5
    b/1002    PHI1130-5***  2     S235JR          935       2.6       158.0
    b/1003    HI590-10-***  1     S235JR          448       0.8        48.2
    b/1004    HI590-10-***  1     S235JR          434       0.8        46.3
    b/1006    IPE160        1     S235JR          411       0.3         6.5
    b/1007    IPE160        2     S235JR          552       0.3         8.7
    b/1008    IPE160        1     S235JR          418       0.3         6.6
    b/1009    IPE160        1     S235JR          419       0.3         6.6
    b/1010    IPE160        1     S235JR          421       0.3         6.6
    b/1011    IPE160        1     S235JR         1320       0.8        20.8
    b/1012    IPE160        1     S235JR          520       0.3         8.2
    b/1013    IPE160        9     S235JR          435       0.3         6.9
    b/1015    IPE160        1     S235JR          499       0.3         7.9
    b/1016    IPE160        1     S235JR          507       0.3         8.0
    b/1017    IPE160        1     S235JR          515       0.3         8.1
    b/1018    IPE160        1     S235JR          553       0.3         8.7
    b/1019    HEA600        1     S235JR         1111       2.6       197.6
    b/1020    IPE450        1     S235JR         8172      13.1       633.8
    b/1021    HEA600        1     S235JR         1071       2.5       190.5
    b/1022    HEA600        2     S235JR          281       0.6        50.0
    b/1023    HEA600        1     S235JR         6479      15.0      1152.1
    b/1024    IPE270        1     S235JR         6619       6.9       238.5
    b/1025    IPE270        1     S235JR         6805       7.1       245.2
    b/1026    IPE270        3     S235JR         6252       6.5       225.3
    b/1027    IPE270        1     S235JR         6093       6.3       219.5
    b/1028    IPE330        1     S235JR         8951      11.2       439.9
    b/1029    IPE330        7     S235JR         8940      11.2       439.3
    b/1030    IPE270        3     S235JR         6249       6.5       225.2
    b/1031    HI420-10-***  2     S235JR         1406       1.7        96.0
    b/1032    HI420-10-***  2     S235JR        10899      13.3       744.3
    b/1036    IPE450        2     S235JR         8140      13.1       631.3
    b/1038    IPE450        1     S235JR         6719      10.8       521.1
    b/1039    IPE450        1     S235JR         1335       2.1       103.5
    b/1041    HEA500        1     S235JR         2822       6.0       437.5
    b/1042    IPE270        3     S235JR         4406       4.6       158.8
    b/1043    IPE270        1     S235JR         5047       5.3       181.8
    b/1045    IPE240        1     S235JR         1005       0.9        30.8
    b/1104    HI1130-12***  3     S235JR        10989      36.2      1865.3
    b/1139    IPE160        1     S235JR          324       0.2         5.1
    b/1143    IPE450        1     S235JR         5685       9.1       440.9
    c/1       Ø406*12       1     S235JR        15184      19.4      1761.5
    c/2       Ø508*12       1     S235JR        15231      24.3      2226.5
    --------------------------------------------------------------------------
    TEKLA STRUCTURES PARTS LIST FOR CONTRACT NO:   1        Page: 3
     CONTRACT:  CTIB 2026                                   Date: 06.05.2026
    --------------------------------------------------------------------------
    PartPos    Profile      No.   Material     Length   Area(m2)   Weight(kg)
    --------------------------------------------------------------------------
    c/3       []250*8       1     S235JR         9731       9.7       591.6
    c/5       []250*8       1     S235JR        15234      15.2       926.1
    c/7       Ø305*10       18    S235JR        15184      14.5      1097.6
    c/8       Ø406*12       2     S235JR        19934      25.4      2312.5
    c/9       []250*8       2     S235JR         9684       9.7       588.7
    c/28      Ø406*12       8     S235JR        15234      19.4      1767.3
    c/29      []255*1       1     S235JR         9731       9.9        77.6
    c/30      []250*8       1     S235JR         9750       9.8       592.7
    c/32      []255*1       1     S235JR         9750       9.9        77.8
    c/34      []255*1       1     S235JR         9700       9.9        77.4
    c/35      []250*8       1     S235JR         9681       9.7       588.5
    c/36      []250*8       2     S235JR         4250       4.3       258.4
    c/39      Ø406*12       1     S235JR        15250      19.4      1769.1
    --------------------------------------------------------------------------
                           Total for  479  members:     20817.0   9751115.7
    --------------------------------------------------------------------------
