    --------------------------------------------------------------------------
    TEKLA STRUCTURES PARTS LIST FOR CONTRACT NO:   1        Page: 1
     CONTRACT:  CTIB 2026                                   Date: 08.05.2026
    --------------------------------------------------------------------------
    PartPos    Profile      No.   Material     Length   Area(m2)   Weight(kg)
    b/715     IPE270        1     S235JR         1889       2.0        68.1
    b/716     IPE270        2     S235JR         1990       2.1        71.7
    b/717     IPE270        1     S235JR         5804       6.0       209.1
    b/718     IPE270        1     S235JR         7866       8.2       283.4
    b/719     IPE270        1     S235JR         3032       3.2       109.2
    b/720     IPE270        1     S235JR         5829       6.1       210.0
    b/721     IPE270        1     S235JR         5466       5.7       196.9
    b/722     IPE270        1     S235JR         5478       5.7       197.4
    b/723     IPE270        1     S235JR         1860       1.9        67.0
    b/724     IPE270        1     S235JR         5966       6.2       215.0
    b/725     IPE270        1     S235JR         7402       7.7       266.7
    b/726     IPE270        1     S235JR         7549       7.9       272.0
    b/728     IPE270        1     S235JR         4463       4.6       160.8
    b/729     IPE270        1     S235JR         4441       4.6       160.0
    b/730     IPE270        1     S235JR         3846       4.0       138.6
    b/731     IPE270        1     S235JR         3864       4.0       139.2
    b/732     IPE270        1     S235JR         3896       4.1       140.4
    b/733     IPE270        1     S235JR         3918       4.1       141.2
    b/783     UPN160        2     S235JR        70197      38.6      1322.5
    b/784     IPE160        3     S235JR         1470       0.9        23.2
    b/785     IPE160        1     S235JR          606       0.4         9.6
    b/786     IPE160        24    S235JR          595       0.4         9.4
    b/787     IPE160        2     S235JR          598       0.4         9.4
    b/788     IPE160        1     S235JR         1474       0.9        23.3
    b/789     IPE160        1     S235JR         1842       1.1        29.0
    b/790     IPE200        1     S235JR          784       0.6        17.5
    b/791     IPE200        12    S235JR          838       0.6        18.8
    b/792     IPE200        3     S235JR          840       0.6        18.8
    b/793     IPE200        2     S235JR          791       0.6        17.7
    b/810     IPE200        2     S235JR          837       0.6        18.7
    b/811     IPE200        3     S235JR          788       0.6        17.6
    b/812     IPE200        1     S235JR         1910       1.5        42.7
    b/813     IPE200        1     S235JR         1929       1.5        43.2
    b/814     IPE200        1     S235JR         1990       1.5        44.5
    b/815     IPE160        2     S235JR         1424       0.9        22.5
    b/816     IPE160        27    S235JR          600       0.4         9.5
    b/817     IPE160        1     S235JR         1420       0.9        22.4
    b/818     IPE160        1     S235JR         1485       0.9        23.4
    b/819     UPN160        1     S235JR        28921      15.9       544.9
    b/820     UPN160        1     S235JR        28924      15.9       544.9
    b/1285    HEA400        2     S235JR         2000       3.8       249.6
    b/1288    IPE240        1     S235JR         2742       2.5        84.1
    b/1289    IPE240        1     S235JR         2742       2.5        84.1
    b/1292    IPE240        2     S235JR         1757       1.6        53.9
    b/1293    IPE270        2     S235JR          580       0.6        20.9
    b/1294    IPE240        4     S235JR          430       0.4        13.2
    b/1295    IPE270        1     S235JR          894       0.9        32.2
    b/1296    IPE270        2     S235JR          580       0.6        20.9
    b/1297    IPE270        1     S235JR          823       0.9        29.7
    --------------------------------------------------------------------------
    TEKLA STRUCTURES PARTS LIST FOR CONTRACT NO:   1        Page: 2
     CONTRACT:  CTIB 2026                                   Date: 08.05.2026
    --------------------------------------------------------------------------
    PartPos    Profile      No.   Material     Length   Area(m2)   Weight(kg)
    --------------------------------------------------------------------------
    b/1314    IPE400        1     S235JR         2737       4.0       181.6
    b/1315    IPE400        1     S235JR         2827       4.1       187.5
    b/1343    IPE270        2     S235JR         2705       2.8        97.5
    b/1344    IPE270        1     S235JR          430       0.4        15.5
    c/12      Ø305*10       18    S235JR         9050       8.7       654.2
    c/13      Ø406*12       1     S235JR         8085      10.3       937.9
    c/15      []450*38      4     S235JR        19650      35.4      9659.9
    c/42      Ø305*10       1     S235JR         8940       8.6       646.2
    c/43      Ø406*12       2     S235JR         4125       5.3       478.5
    c/46      Ø305*10       1     S235JR         8075       7.7       583.7
    c/47      Ø406*12       1     S235JR         8084      10.3       937.8
    c/49      Ø305*10       2     S235JR         8125       7.8       587.3
    --------------------------------------------------------------------------
                           Total for  286  members:     21402.8  11231611.2
    --------------------------------------------------------------------------
